CONSECUTIVO;FECHA DE INSCRIPCION;DEPARTAMENTO DE INSCRIPCION;MUNICIPIO DE INSCRIPCION;CODIGO DIVIPOLA DEPARTAMENTO;CODIGO DIVIPOLA MUNICIPIO;NOMBRE DEL ESTABLECIMIENTO;DIRECCION;AREA;CORREO ELECTRONICO;PREPARACION ALIMENTOS;COMEDORES;EXPENDIO ALIMENTOS;GRANDES SUPERFICIES;ENSAMBLE ALIMENTOS;ALMACENAMIENTO;VENTA VIA PUBLICA;EXPENDIO BEBIDAS ALCOHOLICAS;PLAZAS DE MERCADO;EXPENDIO CARNES;LUGAR DE FUNCIONAMIENTO PARA EXPENDIOS Y ALMACENAMIENTO DE CARNES Y PRODUCTOS CARNICOS COMESTIBLES;INSPECCIONADO POR LA ENTIDAD TERRITORIAL DE SALUD;FECHA DE LA ULTIMA INSPECCION;CONCEPTO ANTERIOR;INSCRIPCION VIGENTE
3188;9/05/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO YURLENDI;CRA 8 # 22-26 SANTA BARBARA;URBANA;janeblo512@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/05/2022 0:00;FAVORABLE;ACTIVO
3186;9/06/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LOS BULLICIOSOS;CRA 13 # 20-20 SAN JUDAS;URBANA;maeuorts@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3207;9/06/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LOS CARIÑOSITOS BUENA VISTA;CRA 10B # 27-50 BUENA VISTA II;URBANA;yeisondanilo26@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3272;9/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR FRESITAS;CRA 13 N 5-29 TORCOROMA;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3273;9/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR LOS PITUFOS;CALLE 2 N 26-80 LANDIA;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3274;9/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR LOS PITUFOS;CALLE 2 N 26-80 LANDIA;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3275;9/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR LA PANDILLA FELIZ;CALLE 2B N 23-51;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3276;9/06/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR JUGAR Y APRENDER;CRA 25 N 26-38 CAMILO TORRES;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/06/2022 0:00;FAVORABLE;ACTIVO
3279;9/06/2022 0:00;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE ESCOLAR INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PAMPLONA SEDE RURAL CARIONGO;VEREDA MONTEADENTRO;RURAL;norsupam@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;9/06/2022 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3185;9/07/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO NUBELUZ;CRA 14 # 11-06 EL PARAMO;URBANA;sandradp2126@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/07/2022 0:00;FAVORABLE;ACTIVO
3189;9/07/2022 0:00;NORTE DE SANTANDER;EL CARMEN;54;245;RESTAURANTE ANCAR;PARQUE PRINCIPAL;URBANA;clau32045@hotmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Dador de frío /;Estacionario con preparación de alimentos /;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;8/06/2021 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3254;9/07/2022 0:00;NORTE DE SANTANDER;PAMPLONITA;54;520;SALON DE JUEGOS TANANA;CALLE 4 # 1-46 FRENTE AL PARQUE PRINCIPAL;URBANA;lusdarygalvissuarez@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3282;9/07/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR ENANITOS VERDES;CALLE 3 N 14A-62 JUAN 23;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/07/2022 0:00;FAVORABLE;ACTIVO
3283;9/07/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR ENANITOS VERDES;CALLE 3 N 14A-62 JUAN 23;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/07/2022 0:00;FAVORABLE;ACTIVO
3284;9/07/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR MI NIÑO ADORADO;CALLE 2 N 11-30 TEJARITO;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/07/2022 0:00;FAVORABLE;ACTIVO
3285;9/07/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR CARIÑOSITOS;CRA 10 N 3-74 TEJARITO;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/07/2022 0:00;FAVORABLE;ACTIVO
3286;9/07/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR DULCE HOGAR;CRA 10 N 5-20 TEJARITO;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/07/2022 0:00;FAVORABLE;ACTIVO
3323;9/07/2022 0:00;NORTE DE SANTANDER;SAN CAYETANO;54;673;RESTAURANTE CAMPESTRE CHARCO AZUL;CL 8 # 22-04 CORREGIMIENTO CORNEJO;URBANA;natifa_30@hotmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;04/21/2021 12:00:00 AM;FAVORABLE;ACTIVO
3187;9/08/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO CRUZANDO FRONTERAS;CRA 12 # 21-65 SAN JUDAS;URBANA;leonadelia25@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/08/2022 0:00;FAVORABLE;ACTIVO
3210;9/08/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;COMERCIAL MAG PLUSS S.A.S;CALLE 7 # 8-126 LA PARADA;URBANA;maryniana_70@hotmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Expendio Carnes /;Independiente /;SI;9/08/2022 0:00;FAVORABLE;ACTIVO
3225;9/08/2022 0:00;NORTE DE SANTANDER;CHINACOTA;54;172;TABERNA ACUARIUM;CARRERA 3 NO 2-98 BARRIO SAN MATEO;URBANA;briamburges1998@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;9/08/2022 0:00;FAVORABLE;ACTIVO
3256;9/08/2022 0:00;NORTE DE SANTANDER;PAMPLONITA;54;520;ASOCIACION DE PADRES DE FAMILIA DEL HOGAR INFANTIL COMUNITARIO COPETIN;CENTRO POBLADO EL DIAMANTE;RURAL;elizabethcontre15@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/23/2021 12:00:00 AM;FAVORABLE;ACTIVO
3280;9/08/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR PATO DONALD;CALLE 3 N 16-44 JUAN 23;URBANA;no tiene;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/08/2022 0:00;FAVORABLE;ACTIVO
3281;9/08/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR MIS PEQUEÑINES;CRA 26A N 2-50;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/08/2022 0:00;FAVORABLE;ACTIVO
3208;9/09/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO MIS TIERNOS;CRA 7 # 18-03 SANTA BARBARA;URBANA;florezdiana5@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/09/2022 0:00;FAVORABLE;ACTIVO
3209;9/09/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LOS PATICOS;CALLE 23 # 13-50 GRAN COLOMBIA;URBANA;marquezyuri10@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/09/2022 0:00;FAVORABLE;ACTIVO
3258;9/09/2022 0:00;NORTE DE SANTANDER;PAMPLONA;54;518;D1 SAS;CALLE 6 # 6-57 BARRIO CENTRO;URBANA;usr-12736@d1.com.co;NO APLICA;NO APLICA;NO APLICA;Hipermercado / Supermercado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;ACTIVO
3277;9/09/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR RIOS DEAGUA VIVA;CALLE 1 N 18-27 JUAN 23;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/09/2022 0:00;FAVORABLE;ACTIVO
3278;9/09/2022 0:00;NORTE DE SANTANDER;OCANA;54;498;HOGAR BIENESTAR FAMILIAR LOS PINGUINITOS;KDX 277-510 JUAN 23;URBANA;no tiene;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Independiente /;SI;9/09/2022 0:00;FAVORABLE;ACTIVO
3211;9/12/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;HOGAR COMUNITARIO LA AMISTAD;CRA 8 # 19-66 SANTA BARBARA;URBANA;yaccemir@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/12/2022 0:00;FAVORABLE;ACTIVO
3212;9/12/2022 0:00;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;TIENDA ZORICAR;CRA 13 # 13-50 EL PARAMO;URBANA;echeverria.zorai@gmail.com;NO APLICA;NO APLICA;Expendio /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;9/12/2022 0:00;FAVORABLE;ACTIVO
3214;09/13/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CAFETRIA Y HELADERIA LEIDDYMAR;CRA 8 # 0-50 BELLAVISTA;URBANA;viajerosplus.com@gmail.com;Cafetería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/13/2022 12:00:00 AM;FAVORABLE;ACTIVO
3237;09/13/2022 12:00:00 AM;NORTE DE SANTANDER;SILOS;54;743;CENTRO EDUCATIVO RURAL LA LAGUNA SEDE PACHACUAL;VEREDA PACHACUAL;RURAL;cerlalagunasilos@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;5/07/2019 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3215;09/14/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;PANADERIA YEIPAN 2;CRA 11 # 6-44 GRAMALOTE;URBANA;jedsonparada@gmail.com;Panadería y/o Pastelería /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/14/2022 12:00:00 AM;FAVORABLE;ACTIVO
3216;09/14/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;DULCE TENTACION TUS MEJORES MOMENTOS;CALLE 23 # KB 28 MONTEVIDEO I;URBANA;evaristoparada0@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;09/14/2022 12:00:00 AM;FAVORABLE;ACTIVO
3217;09/15/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CDI DON BOSCO;CRA 12 # 9N-31 20 DE JULIO;URBANA;diana.gomez@corprodinco.org;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/15/2022 12:00:00 AM;FAVORABLE;ACTIVO
3218;09/15/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CDI ARCOIRIS DEL SABER;CALLE 25 # 11-57 GRAN COLOMBIA;URBANA;diana.gomez@corprodinco.org;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/15/2022 12:00:00 AM;FAVORABLE;ACTIVO
3221;09/15/2022 12:00:00 AM;NORTE DE SANTANDER;TIBU;54;810;INSTITUCION EDUCATIVA FRANCISCO JIOSE DE CALDAS;CARRERA 4 CON CALLE 4 BARRIO MIRAFLORES;URBANA;rodrigo0722@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/15/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3222;09/15/2022 12:00:00 AM;NORTE DE SANTANDER;TIBU;54;810;ASOCIACION DE PADRES DE FAMILIA HOGAR INFANTIL VECINAL CAMPO DOS;AVB 103 BARRIO LA PLAZUELA CORREGIMIENTO CAMPO DOS;RURAL;hogarinfatilcampodos@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/15/2022 12:00:00 AM;FAVORABLE;ACTIVO
3262;09/15/2022 12:00:00 AM;NORTE DE SANTANDER;CACOTA;54;125;RESTAURANTE ESCOLAR CER LA FENICIA SEDE CHINAVEGA;VEREDA CHINAVEGA;RURAL;cerlafenicia@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;09/15/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3294;09/15/2022 12:00:00 AM;NORTE DE SANTANDER;HERRAN;54;347;SEDE RURAL CORRALES, INSTITUCION EDUCATIVA COLEGIO INTEGRADO PERPETUO SOCORRO;VEREDA CORRALES SEDE ESCOLAR RURAL CORRALES;RURAL;colpersoherran@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;09/15/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3219;09/16/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;CDI DON MI VECINO PROTECTOR;CALLE 3 # 7-19 LA PARADA;URBANA;diana.gomez@corprodinco.org;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;SI;09/16/2022 12:00:00 AM;FAVORABLE;ACTIVO
3220;09/16/2022 12:00:00 AM;NORTE DE SANTANDER;VILLA DEL ROSARIO;54;874;ESTANCO BEDEGON DISTRI - YARACUY;CALLE 8 # 9-22 LOCAL 3 LA PARADA;URBANA;distriyaracuy2021@gmail.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;09/16/2022 12:00:00 AM;FAVORABLE;ACTIVO
3238;09/16/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;INVERSIONES CL LEON S.A.S;CALLE 6 # 7 60 BR CENTRO;URBANA;deliciasdelmar21@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;8/05/2021 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3261;09/16/2022 12:00:00 AM;NORTE DE SANTANDER;CACOTA;54;125;RESTAURANTE ESCOLAR CER LA FENICIA SEDE CURPAGA;VEREDA CURPAGA;RURAL;cerlafenicia@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;09/16/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3240;09/20/2022 12:00:00 AM;NORTE DE SANTANDER;CHITAGA;54;174;CDI MI PEQUEÑO MUNDO;BR LA ALEJANDRA;URBANA;anapatriciasuarez@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;10/12/2021 0:00;FAVORABLE;ACTIVO
3241;09/20/2022 12:00:00 AM;NORTE DE SANTANDER;CHITAGA;54;174;CER PUENTE REAL SEDE LA LAGUNA;VEREDA LA LAGUNA;RURAL;cerpuentereal1@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;09/19/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3478;09/20/2022 12:00:00 AM;NORTE DE SANTANDER;EL ZULIA;54;261;ASADERO Y RESTAURANTE MI TORITO;KDX 7A VEREDA LA ESPERANZA;RURAL;any.13120@gmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3303;09/21/2022 12:00:00 AM;NORTE DE SANTANDER;LABATECA;54;377;SEDE JABONCILLO CER BALSA;VEREDA JABONCILLO, SEDE ESCOLAR RURAL JABONCILLO;RURAL;juevamos@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;09/21/2022 12:00:00 AM;FAVORABLE;ACTIVO
3324;09/21/2022 12:00:00 AM;NORTE DE SANTANDER;TEORAMA;54;800;SEDE EL BEJUCO;VEREDA EL BEJUCO;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;09/29/2016 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3325;09/21/2022 12:00:00 AM;NORTE DE SANTANDER;TEORAMA;54;800;INSTITUCION EDUCATIVA EL ASERRIO;CORREGIMIENTO EL ASERRIO;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;03/26/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3263;09/22/2022 12:00:00 AM;NORTE DE SANTANDER;CACOTA;54;125;RESTAURANTE ESCOLAR CER LA FENICIA SEDE ICOTA;VEREDA ICOTA;RURAL;cerlafenicia@gmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;09/22/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3313;09/22/2022 12:00:00 AM;NORTE DE SANTANDER;CONVENCION;54;206;INSTITUCIÓN EDUCATIVA PEDRO CARREÑO LEMUS;CORREGIMIENTO CARTAGENA;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;5/08/2019 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3317;09/22/2022 12:00:00 AM;NORTE DE SANTANDER;CONVENCION;54;206;SEDE BELLA LUZ;VEREDA BELLA LUZ;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;NO;1/01/1900 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3319;09/22/2022 12:00:00 AM;NORTE DE SANTANDER;CONVENCION;54;206;SEDE CARTAGENA;CORREGIMIENTO CARTAGENA;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;5/08/2019 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3320;09/22/2022 12:00:00 AM;NORTE DE SANTANDER;CONVENCION;54;206;SEDE GRAMALES;VEREDA GRAMALES;RURAL;no registra;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;5/08/2019 0:00;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3304;09/23/2022 12:00:00 AM;NORTE DE SANTANDER;LABATECA;54;377;RESTAURANTE ESCOLAR RURAL SEDE EL VOLCAN CER BALSA;VEREDA EL VOLCAN, SEDE ESCOLAR RURAL EL VOLCAN;RURAL;juevamos@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;Independiente /;SI;09/23/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3290;09/27/2022 12:00:00 AM;NORTE DE SANTANDER;CHITAGA;54;174;CENTRO EDUCATIVO RURAL TANE;VEREDA TANE;RURAL;c_er_tane@hotmail.com;NO APLICA;Programas sociales del estado /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;05/27/2019 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3291;09/27/2022 12:00:00 AM;NORTE DE SANTANDER;PAMPLONA;54;518;RESTAURANTE ASADERO DE POLLO ROY ROYERS;KRA 6 # 5 57/59 BR CENTRO;URBANA;malogevi08@hotmail.com;Restaurante /;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA /;NO APLICA;SI;09/26/2022 12:00:00 AM;FAVORABLE CON REQUERIMIENTOS;ACTIVO
3388;09/28/2022 12:00:00 AM;NORTE DE SANTANDER;OCANA;54;498;VENTA DE BEBIDAS AMOR SON;CLL 220-115 KDX LANDIA;URBANA;NO REPORTADO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA /;NO APLICA;NO;1/01/1900 0:00;FAVORABLE;ACTIVO
3247;09/29/2022 12:00:00 AM;NORTE DE SANTANDER;LOS PATIOS;54;405;MANHATTAN BAR JK;AVENIDA 4 30 79 L PATIO CENTRO LOCAL 2;URBANA;johannasoto@outlook.com;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;NO APLICA;Sin tipo de establecimiento /;NO APLICA;NO APLICA;NO APLICA;SI;09/29/2022 12:00:00 AM;FAVORABLE;ACTIVO
